Pretrained model,Lower Bound,Upper Bound,Scaling,Alpha,Features,Mean Square Error,R2-Square
vgg19,0,11.csv,KnnImpute,4.0,8,0.26553630215187085,0.6220093310233213
vgg19,0,11.csv,Standardization,2.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,MinMax,16.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,MinMax,11.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,Standardization,2.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,Standardization,16.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,8.0,3,0.3675256439344939,0.47682760175883854
vgg19,0,11.csv,Standardization,15.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,Standardization,10.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,1.0,15,0.14434531467646192,0.7945245843372508
vgg19,0,11.csv,KnnImpute,5.0,6,0.29507545551357833,0.5799603748176629
vgg19,0,11.csv,KnnImpute,14.0,2,0.5316930599627314,0.24313544401689935
vgg19,0,11.csv,KnnImpute,10.5,2,0.4284838640462701,0.3900536344596348
vgg19,0,11.csv,MinMax,18.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,6.5,6,0.33289476106662347,0.5261246299858587
vgg19,0,11.csv,KnnImpute,0.5,19,0.13212266947686452,0.8119235079428753
vgg19,0,11.csv,KnnImpute,7.0,4,0.346395028469488,0.5069070124110904
vgg19,0,11.csv,MinMax,0.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,12.5,2,0.4843348943029348,0.31054974697354987
vgg19,0,11.csv,KnnImpute,13.0,2,0.4996012362276561,0.28881812402712603
vgg19,0,11.csv,KnnImpute,4.5,7,0.28289429563947616,0.5973002441026178
vgg19,0,11.csv,MinMax,19.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,12.0,2,0.46960860255094367,0.3315126090220589
vgg19,0,11.csv,KnnImpute,1.5,13,0.1585997788274663,0.7742333684218443
vgg19,0,11.csv,KnnImpute,13.5,2,0.5153872914475885,0.26634668970824227
vgg19,0,11.csv,MinMax,18.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,19.0,1,0.6948613819657781,0.010865495652330082
vgg19,0,11.csv,Standardization,6.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,8.5,3,0.3789032803832388,0.46063154729177436
vgg19,0,11.csv,Standardization,17.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,9.5,2,0.4036576395967283,0.4253937409226689
vgg19,0,11.csv,KnnImpute,5.5,6,0.30612722218660915,0.5642281956607662
vgg19,0,11.csv,KnnImpute,16.5,2,0.6210176019665943,0.11598204497331155
vgg19,0,11.csv,KnnImpute,3.0,9,0.22291443227982566,0.6826815215125788
vgg19,0,11.csv,Standardization,3.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,MinMax,11.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,7.5,3,0.3565540910007753,0.4924455967355006
vgg19,0,11.csv,KnnImpute,9.5,3,0.32743001436338987,0.5339036916260331
vgg19,0,11.csv,MinMax,10.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,Standardization,15.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,MinMax,2.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,MinMax,16.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,Standardization,11.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,Standardization,16.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,5.0,7,0.22243430412024148,0.6833649834828066
vgg19,0,11.csv,KnnImpute,19.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,Standardization,17.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,2.5,9,0.1476070189592588,0.7898815514492152
vgg19,0,11.csv,KnnImpute,7.5,3,0.280753723330416,0.6003473467117061
vgg19,0,11.csv,KnnImpute,12.0,2,0.4123983174027633,0.4129513945299593
vgg19,0,11.csv,MinMax,6.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,15.5,2,0.5710255178466639,0.18714572830736353
vgg19,0,11.csv,KnnImpute,11.5,2,0.39337267694643885,0.44003437529574074
vgg19,0,11.csv,KnnImpute,3.5,9,0.17449006282903418,0.7516135645332341
vgg19,0,11.csv,KnnImpute,10.5,2,0.3580015020380358,0.49038520852558487
vgg19,0,11.csv,KnnImpute,1.5,11,0.12446633388412845,0.8228222942449946
vgg19,0,11.csv,Standardization,1.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,MinMax,18.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,14.0,2,0.49761906840372044,0.2916397380050332
vgg19,0,11.csv,KnnImpute,13.0,2,0.45320402225345574,0.35486451318988377
vgg19,0,11.csv,KnnImpute,4.5,9,0.20944114933822774,0.7018607267328649
vgg19,0,11.csv,KnnImpute,9.0,3,0.31388273881609435,0.5531882252488779
vgg19,0,11.csv,KnnImpute,8.0,3,0.2910488267442898,0.5856922769714918
vgg19,0,11.csv,KnnImpute,17.0,2,0.6525726235506637,0.07106350230522052
vgg19,0,11.csv,MinMax,19.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,1.0,12,0.10583443055536514,0.8493447905909748
vgg19,0,11.csv,Standardization,1.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,MinMax,14.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,13.5,2,0.4749592866474185,0.32389591539215123
vgg19,0,11.csv,Standardization,4.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,0.5,20,0.07805554076023992,0.888888013314184
vgg19,0,11.csv,KnnImpute,3.0,9,0.16014004978154786,0.7720407942102563
vgg19,0,11.csv,KnnImpute,12.5,2,0.4323532752218335,0.3845455313982292
vgg19,0,11.csv,KnnImpute,8.5,3,0.30221616286634484,0.5697955848158229
vgg19,0,11.csv,Standardization,0.5,2,0.510024775709582,0.27398022566841285
vgg19,0,11.csv,Standardization,14.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,Standardization,18.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,MinMax,2.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,Standardization,1.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,MinMax,10.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,7.5,3,0.4449468994461253,0.366618519510196
vgg19,0,11.csv,KnnImpute,16.0,2,0.5992367628397164,0.14698704837858323
vgg19,0,11.csv,KnnImpute,18.0,2,0.6686209443561465,0.04821873317927494
vgg19,0,11.csv,Standardization,16.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,Standardization,4.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,5.0,7,0.38161040132824403,0.4567779632480451
vgg19,0,11.csv,MinMax,5.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,4.5,8,0.3579448115649799,0.4904659073590828
vgg19,0,11.csv,MinMax,4.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,0.5,19,0.1854941727632601,0.7359492246978769
vgg19,0,11.csv,MinMax,0.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,Standardization,0.5,2,0.5524788382151786,0.21354690880279603
vgg19,0,11.csv,KnnImpute,12.5,2,0.5085211563171245,0.2761206264175212
vgg19,0,11.csv,KnnImpute,7.0,3,0.43912496794674166,0.37490603336180417
vgg19,0,11.csv,Standardization,12.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,MinMax,8.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,3.5,9,0.3096841015485039,0.5591649813334725
vgg19,0,11.csv,KnnImpute,11.5,2,0.48979078048681984,0.3027832982740879
vgg19,0,11.csv,KnnImpute,13.5,2,0.5304520164753767,0.24490206821936367
vgg19,0,11.csv,Standardization,5.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,6.5,4,0.4334319051516431,0.38301010273765457
vgg19,0,11.csv,KnnImpute,3.0,9,0.2883216979773494,0.589574342130371
vgg19,0,11.csv,KnnImpute,17.5,2,0.6500785336082925,0.07461383692299217
vgg19,0,11.csv,KnnImpute,13.0,2,0.5190877979400017,0.2610790222997392
vgg19,0,11.csv,KnnImpute,6.0,5,0.4188021090456426,0.4038356033275391
vgg19,0,11.csv,Standardization,14.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,MinMax,15.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,10.5,2,0.429393800491868,0.38875834081047844
vgg19,0,11.csv,Standardization,7.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,Standardization,11.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,MinMax,3.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,Standardization,8.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,7.5,3,0.3594259226874948,0.48835754711044155
vgg19,0,11.csv,MinMax,18.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,15.5,2,0.5806916375780238,0.17338601623012107
vgg19,0,11.csv,KnnImpute,8.0,3,0.3704379850479771,0.47268188700400926
vgg19,0,11.csv,KnnImpute,13.5,2,0.513855763667503,0.26852681802011347
vgg19,0,11.csv,KnnImpute,7.0,3,0.34925174608896686,0.5028404776461124
vgg19,0,11.csv,KnnImpute,1.0,15,0.1123570500718092,0.8400598480256041
vgg19,0,11.csv,KnnImpute,6.5,5,0.33715408877161346,0.5200614811223966
vgg19,0,11.csv,MinMax,1.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,18.5,1,0.6871575971953343,0.021831825812968275
vgg19,0,11.csv,Standardization,2.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,MinMax,6.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,15.0,2,0.5632038867374868,0.19827981261707017
vgg19,0,11.csv,KnnImpute,4.5,8,0.25339905220333087,0.6392866945717595
vgg19,0,11.csv,Standardization,12.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,MinMax,17.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,13.0,2,0.49846358197763263,0.29043757375036805
vgg19,0,11.csv,KnnImpute,4.0,8,0.2316965908535778,0.6701801272871923
vgg19,0,11.csv,KnnImpute,11.5,2,0.45546470916224147,0.35164642756440123
vgg19,0,11.csv,KnnImpute,6.0,5,0.318146348561014,0.5471189809057224
vgg19,0,11.csv,Standardization,3.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,5.5,6,0.29735619153018195,0.5767137493066163
vgg19,0,11.csv,KnnImpute,9.5,2,0.4054211137864832,0.42288343712124243
vgg19,0,11.csv,Standardization,17.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,MinMax,14.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,KnnImpute,16.5,2,0.6172397752720367,0.12135977761469285
vgg19,0,11.csv,KnnImpute,19.0,1,0.6971833058138057,0.007560239303136429
vgg19,0,11.csv,KnnImpute,16.0,2,0.5987036004228737,0.14774600456266207
vgg19,0,11.csv,KnnImpute,1.5,13,0.12910338763805576,0.8162214527166475
vgg19,0,11.csv,KnnImpute,0.5,22,0.0925073916923072,0.8683158175070772
vgg19,0,11.csv,MinMax,0.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,11.csv,Standardization,2.5,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,11.csv,MinMax,13.0,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,11.csv,Standardization,11.0,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,11.csv,MinMax,6.0,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,11.csv,MinMax,4.5,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,11.csv,KnnImpute,15.5,2,0.5767015420499553,0.17397323705209555
vgg19,0,11.csv,Standardization,6.0,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,11.csv,Standardization,7.0,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,11.csv,MinMax,10.5,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,11.csv,MinMax,13.5,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,11.csv,KnnImpute,15.0,2,0.5581627642056931,0.20052687968199456
vgg19,0,11.csv,KnnImpute,10.0,2,0.40533287253087147,0.41942967687773447
vgg19,0,11.csv,KnnImpute,0.5,20,0.10636050505456462,0.8476566867093345
vgg19,0,11.csv,KnnImpute,7.5,3,0.3502176768287186,0.4983728101547146
vgg19,0,11.csv,KnnImpute,19.5,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,11.csv,Standardization,9.5,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,11.csv,KnnImpute,6.5,4,0.3303687378467074,0.5268030355308779
vgg19,0,11.csv,Standardization,14.5,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,11.csv,KnnImpute,2.0,11,0.15579628495867662,0.7768483495184111
vgg19,0,11.csv,KnnImpute,17.0,2,0.6358687023192297,0.08922635446821814
vgg19,0,11.csv,KnnImpute,8.5,3,0.37053993651040734,0.46926463346945446
vgg19,0,11.csv,MinMax,4.0,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,11.csv,KnnImpute,11.5,2,0.44497333290865865,0.36265146704109097
vgg19,0,11.csv,Standardization,18.0,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,11.csv,MinMax,12.5,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,11.csv,KnnImpute,5.5,5,0.29237891214801875,0.5812169922463338
vgg19,0,11.csv,KnnImpute,14.0,2,0.5228606218854094,0.2510911875947074
vgg19,0,11.csv,KnnImpute,8.0,3,0.3601230595709291,0.4841850359843459
vgg19,0,11.csv,MinMax,1.0,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,11.csv,KnnImpute,5.0,7,0.26994167907829686,0.6133545081895192
vgg19,0,11.csv,Standardization,1.5,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,11.csv,KnnImpute,19.0,1,0.6913349978417662,0.009780330480954391
vgg19,0,11.csv,KnnImpute,16.5,2,0.6155545111067238,0.11832297444520712
vgg19,0,11.csv,KnnImpute,3.5,9,0.2063665994079467,0.7044149847708452
vgg19,0,11.csv,Standardization,12.0,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,11.csv,KnnImpute,17.5,2,0.6543903516783127,0.06269724547683941
vgg19,0,11.csv,KnnImpute,11.0,2,0.43005803492484374,0.3840150917475199
vgg19,0,11.csv,KnnImpute,14.0,2,0.522043856780664,0.2522610645351494
vgg19,0,11.csv,Standardization,18.5,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,11.csv,MinMax,14.5,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,11.csv,MinMax,6.5,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,11.csv,KnnImpute,1.0,16,0.10547683027540915,0.848922400365535
vgg19,0,11.csv,MinMax,13.5,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,11.csv,Standardization,7.5,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,11.csv,KnnImpute,7.0,3,0.3343683195153732,0.5210743158066855
vgg19,0,11.csv,KnnImpute,19.0,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,11.csv,KnnImpute,3.0,9,0.14743531612828298,0.7888240137303166
vgg19,0,11.csv,KnnImpute,16.5,2,0.6138273173020634,0.12079688547789802
vgg19,0,11.csv,MinMax,19.5,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,11.csv,Standardization,10.5,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,11.csv,KnnImpute,18.0,2,0.6754967939023705,0.03246586082384806
vgg19,0,11.csv,KnnImpute,5.0,7,0.2592498345751601,0.6286687549201155
vgg19,0,11.csv,KnnImpute,13.0,2,0.489180122739794,0.2993327677798916
vgg19,0,11.csv,KnnImpute,8.0,3,0.3552912421898966,0.491105791660189
vgg19,0,11.csv,KnnImpute,6.0,5,0.30901180683195617,0.5573932027253478
vgg19,0,11.csv,MinMax,4.0,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,11.csv,KnnImpute,15.5,2,0.5754640830216367,0.17574568640572352
vgg19,0,11.csv,Standardization,10.0,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,11.csv,Standardization,16.0,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,11.csv,KnnImpute,2.0,11,0.11757027803529982,0.8316005956232186
vgg19,0,11.csv,KnnImpute,15.0,2,0.5571073909173571,0.20203852221717333
vgg19,0,11.csv,KnnImpute,8.5,3,0.3664925659669998,0.4750618026196144
vgg19,0,11.csv,KnnImpute,5.5,5,0.2853012100804994,0.5913545953246281
vgg19,0,11.csv,KnnImpute,11.5,2,0.44401577783820123,0.3640230016348476
vgg19,0,11.csv,KnnImpute,1.5,13,0.10893109319661547,0.8439747568946461
vgg19,0,11.csv,MinMax,9.5,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,11.csv,KnnImpute,4.5,8,0.2276282205923647,0.6739613326797464
vgg19,0,11.csv,Standardization,17.0,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,11.csv,KnnImpute,0.5,20,0.10178882021450335,0.8542048468134854
vgg19,0,11.csv,KnnImpute,2.5,10,0.12972009988892602,0.8141980445905473
vgg19,0,11.csv,KnnImpute,12.5,2,0.4735731807552927,0.32168705474979997
vgg19,0,11.csv,MinMax,9.0,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,11.csv,MinMax,13.5,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,11.csv,Standardization,18.5,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,11.csv,Standardization,17.0,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,11.csv,KnnImpute,19.5,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,11.csv,Standardization,15.5,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,11.csv,MinMax,1.5,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,11.csv,Standardization,12.0,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,11.csv,Standardization,19.5,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,11.csv,KnnImpute,0.5,19,0.09618375567810501,0.8628874540899646
vgg19,0,11.csv,MinMax,16.5,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,11.csv,KnnImpute,10.5,2,0.3968798611125068,0.43423702064958514
vgg19,0,11.csv,KnnImpute,15.0,2,0.5459485224931687,0.22173561089275795
vgg19,0,11.csv,KnnImpute,8.5,3,0.3530214269906283,0.49675840505261937
vgg19,0,11.csv,KnnImpute,1.0,15,0.11025401454025283,0.8428299194199862
vgg19,0,11.csv,KnnImpute,9.5,2,0.37374519632364084,0.46721611119989037
vgg19,0,11.csv,KnnImpute,6.5,4,0.3232698386897807,0.5391700990859503
vgg19,0,11.csv,MinMax,9.0,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,11.csv,KnnImpute,3.0,9,0.17984988969320748,0.743619116516905
vgg19,0,11.csv,KnnImpute,19.0,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,11.csv,KnnImpute,4.5,7,0.26404319125143927,0.6235992873489289
vgg19,0,11.csv,KnnImpute,7.5,4,0.334935239119566,0.522540755173234
vgg19,0,11.csv,KnnImpute,11.5,2,0.42365073384788976,0.3960744172962053
vgg19,0,11.csv,MinMax,11.0,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,11.csv,KnnImpute,4.0,8,0.23708082723218205,0.6620348667081475
vgg19,0,11.csv,MinMax,3.5,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,11.csv,KnnImpute,10.0,2,0.38484973897216856,0.4513862852280106
vgg19,0,11.csv,KnnImpute,8.0,4,0.34244420341235543,0.5118365234235657
vgg19,0,11.csv,KnnImpute,13.0,2,0.4706097569002996,0.329133059488219
vgg19,0,11.csv,KnnImpute,7.0,4,0.328542461565127,0.5316538325296548
vgg19,0,11.csv,Standardization,14.0,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,11.csv,Standardization,5.5,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,11.csv,KnnImpute,12.5,2,0.4540541381557422,0.3527335419104177
vgg19,0,11.csv,Standardization,5.0,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,11.csv,KnnImpute,2.0,12,0.13829481445423508,0.8028570005164335
vgg19,0,11.csv,KnnImpute,2.5,10,0.1567473108376959,0.7765524677011488
vgg19,0,11.csv,KnnImpute,16.0,2,0.5890675904198607,0.1602682130040486
vgg19,0,11.csv,MinMax,0.5,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,11.csv,KnnImpute,18.0,1,0.6822223605329749,0.027473567964203305
vgg19,0,11.csv,KnnImpute,17.5,2,0.6605586534174617,0.05835576855531133
vgg19,0,11.csv,Standardization,0.5,2,0.5290050295502638,0.24588901847839306
vgg19,0,11.csv,KnnImpute,6.0,4,0.3192756373418586,0.5448639411680135
vgg19,0,11.csv,KnnImpute,11.0,2,0.4365348637180913,0.3768943408251113
vgg19,0,11.csv,KnnImpute,11.5,2,0.4515895919256176,0.35540536680926405
vgg19,0,11.csv,MinMax,8.5,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,11.csv,Standardization,2.0,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,11.csv,KnnImpute,18.5,1,0.6828255913021463,0.025341328878209057
vgg19,0,11.csv,MinMax,7.0,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,11.csv,Standardization,4.5,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,11.csv,Standardization,10.0,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,11.csv,MinMax,10.5,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,11.csv,Standardization,17.5,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,11.csv,KnnImpute,7.5,4,0.3407691039988497,0.5135894637025766
vgg19,0,11.csv,KnnImpute,13.0,2,0.49990458986944025,0.2864410041798896
vgg19,0,11.csv,MinMax,7.5,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,11.csv,KnnImpute,3.5,9,0.21721713688850666,0.6899463513356363
vgg19,0,11.csv,KnnImpute,16.5,2,0.6313266474194733,0.09885042526860954
vgg19,0,11.csv,KnnImpute,12.5,2,0.48329136697324865,0.31015455850080154
vgg19,0,11.csv,KnnImpute,6.5,5,0.3155705517271113,0.5495576344685986
vgg19,0,11.csv,KnnImpute,19.0,1,0.6896472987800996,0.015604089340123917
vgg19,0,11.csv,Standardization,3.5,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,11.csv,MinMax,3.5,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,11.csv,KnnImpute,12.0,2,0.46717462421129535,0.3331594418608721
vgg19,0,11.csv,KnnImpute,2.5,10,0.18726306971947854,0.7327024982544754
vgg19,0,11.csv,MinMax,2.5,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,11.csv,Standardization,2.5,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,11.csv,KnnImpute,1.0,15,0.14798167914963525,0.7887723767421992
vgg19,0,11.csv,Standardization,1.0,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,11.csv,KnnImpute,5.0,6,0.2767349879345498,0.604991144109239
vgg19,0,11.csv,MinMax,8.0,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,11.csv,KnnImpute,14.5,2,0.5530379136878254,0.2105990096138194
vgg19,0,11.csv,KnnImpute,9.5,2,0.3945759131170072,0.4367861427075358
vgg19,0,11.csv,Standardization,0.5,2,0.5298046014693246,0.24376201565970956
vgg19,0,11.csv,MinMax,6.5,0,0.7006090847364281,-4.265833513894535e-05
vgg19,0,11.csv,KnnImpute,6.0,6,0.319478384560973,0.5439796315270942
vgg19,0,11.csv,KnnImpute,15.5,2,0.5821676224886185,0.16901954388845997
vgg19,0,11.csv,Standardization,0.5,2,0.5204246973690295,0.25715080041250304
vgg19,0,11.csv,Standardization,8.5,0,0.7006090847364281,-4.265833513894535e-05
vgg19,0,11.csv,KnnImpute,18.0,2,0.6701808009589154,0.043390380802353135
vgg19,0,11.csv,Standardization,7.5,0,0.7006090847364281,-4.265833513894535e-05
vgg19,0,11.csv,MinMax,10.5,0,0.7006090847364281,-4.265833513894535e-05
vgg19,0,11.csv,KnnImpute,1.0,16,0.13729946782084357,0.8040200622873581
vgg19,0,11.csv,Standardization,11.5,0,0.7006090847364281,-4.265833513894535e-05
vgg19,0,11.csv,KnnImpute,11.0,2,0.4480233206464364,0.36049582807800173
vgg19,0,11.csv,KnnImpute,19.0,1,0.6947288402633301,0.008350745979265217
vgg19,0,11.csv,KnnImpute,15.0,2,0.5657213373528789,0.19249481285827374
vgg19,0,11.csv,MinMax,1.0,0,0.7006090847364281,-4.265833513894535e-05
vgg19,0,11.csv,KnnImpute,5.0,7,0.27821558364136034,0.602877756060445
vgg19,0,11.csv,KnnImpute,3.0,9,0.18177969813190561,0.7405294100352993
vgg19,0,11.csv,MinMax,14.0,0,0.7006090847364281,-4.265833513894535e-05
vgg19,0,11.csv,KnnImpute,16.5,2,0.6162165433184181,0.12041844230142396
vgg19,0,11.csv,KnnImpute,18.5,1,0.6849389909246795,0.022324682616138514
vgg19,0,11.csv,KnnImpute,10.0,2,0.42244704617368034,0.39700315587502344
vgg19,0,11.csv,KnnImpute,1.5,13,0.14482055196345886,0.7932845392354798
vgg19,0,11.csv,KnnImpute,19.5,0,0.7006090847364281,-4.265833513894535e-05
vgg19,0,11.csv,Standardization,16.0,0,0.7006090847364281,-4.265833513894535e-05
vgg19,0,11.csv,KnnImpute,17.5,2,0.6518072648926431,0.06961658918451263
vgg19,0,11.csv,MinMax,2.0,0,0.7006090847364281,-4.265833513894535e-05
vgg19,0,11.csv,MinMax,2.5,0,0.7006090847364281,-4.265833513894535e-05
vgg19,0,11.csv,KnnImpute,14.5,2,0.5496346310544811,0.2154568224596174
vgg19,0,11.csv,KnnImpute,9.5,2,0.4102374032190517,0.4144310826086073
vgg19,0,11.csv,KnnImpute,9.0,2,0.39841209113824627,0.43131041915529256
vgg19,0,11.csv,KnnImpute,4.0,9,0.22564281489847834,0.6779196197117694
vgg19,0,11.csv,KnnImpute,13.0,2,0.503759431572202,0.2809386402684346
vgg19,0,11.csv,Standardization,17.0,0,0.7006090847364281,-4.265833513894535e-05
vgg19,0,11.csv,KnnImpute,6.5,5,0.33958759112993014,0.5152759437897366
