Pretrained model,Lower Bound,Upper Bound,Scaling,Alpha,Features,Mean Square Error,R2-Square
vgg19,0,6.csv,Standardization,2.5,0,0.7006090847364281,-4.265833513894535e-05
vgg19,0,6.csv,MinMax,4.0,0,0.7006090847364281,-4.265833513894535e-05
vgg19,0,6.csv,KnnImpute,18.5,1,0.6849389909246795,0.022324682616138514
vgg19,0,6.csv,KnnImpute,8.0,2,0.37594275775347336,0.4633829291736007
vgg19,0,6.csv,KnnImpute,12.0,2,0.47510379602281577,0.3218414184016528
vgg19,0,6.csv,KnnImpute,6.5,5,0.33958759112993014,0.5152759437897366
vgg19,0,6.csv,KnnImpute,9.5,2,0.4102374032190517,0.4144310826086073
vgg19,0,6.csv,Standardization,1.5,0,0.7006090847364281,-4.265833513894535e-05
vgg19,0,6.csv,MinMax,9.0,0,0.7006090847364281,-4.265833513894535e-05
vgg19,0,6.csv,KnnImpute,16.5,2,0.6162165433184181,0.12041844230142396
vgg19,0,6.csv,KnnImpute,14.0,2,0.5339573317392948,0.23783444847708846
vgg19,0,6.csv,KnnImpute,3.0,9,0.18177969813190561,0.7405294100352993
vgg19,0,6.csv,KnnImpute,10.0,2,0.42244704617368034,0.39700315587502344
vgg19,0,6.csv,KnnImpute,18.0,2,0.6701808009589154,0.043390380802353135
vgg19,0,6.csv,KnnImpute,0.5,22,0.13555324252381643,0.8065126074543224
vgg19,0,6.csv,KnnImpute,8.5,2,0.38699451596951956,0.447607755961552
vgg19,0,6.csv,MinMax,3.0,0,0.7006090847364281,-4.265833513894535e-05
vgg19,0,6.csv,Standardization,0.5,2,0.5204246973690295,0.25715080041250304
vgg19,0,6.csv,KnnImpute,19.0,1,0.6947288402633301,0.008350745979265217
vgg19,0,6.csv,KnnImpute,5.0,7,0.27821558364136034,0.602877756060445
vgg19,0,6.csv,MinMax,13.5,0,0.7006090847364281,-4.265833513894535e-05
vgg19,0,6.csv,KnnImpute,10.5,2,0.46773341189122997,0.33236183370953487
vgg19,0,6.csv,KnnImpute,12.5,2,0.5117433925623497,0.269542411263447
vgg19,0,6.csv,MinMax,7.5,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,6.csv,MinMax,4.0,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,6.csv,Standardization,17.0,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,6.csv,Standardization,10.0,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,6.csv,Standardization,2.0,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,6.csv,Standardization,8.5,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,6.csv,Standardization,4.0,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,6.csv,Standardization,13.5,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,6.csv,KnnImpute,1.5,12,0.16947232467741022,0.7580968363429202
vgg19,0,6.csv,KnnImpute,7.0,3,0.4012611472479315,0.4272437039103034
vgg19,0,6.csv,KnnImpute,11.5,2,0.48886371931307737,0.30220063645139106
vgg19,0,6.csv,MinMax,11.0,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,6.csv,KnnImpute,5.0,6,0.32034966201769544,0.5427359784786958
vgg19,0,6.csv,KnnImpute,16.5,2,0.6211526793365307,0.1133726493007321
vgg19,0,6.csv,KnnImpute,12.0,2,0.5000686153899061,0.286206875732093
vgg19,0,6.csv,KnnImpute,15.0,2,0.5767885573389976,0.1766975696645725
vgg19,0,6.csv,MinMax,4.5,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,6.csv,KnnImpute,9.0,2,0.43936802389721985,0.3728503152782675
vgg19,0,6.csv,KnnImpute,8.0,2,0.4227054047176591,0.3966343773782084
vgg19,0,6.csv,KnnImpute,14.0,2,0.5494362356454516,0.21574001015525224
vgg19,0,6.csv,KnnImpute,2.5,9,0.19414372914470737,0.7228811112747545
vgg19,0,6.csv,MinMax,18.0,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,6.csv,KnnImpute,18.5,1,0.6828416253243984,0.02531844206930778
vgg19,0,6.csv,KnnImpute,6.5,3,0.3907523045115699,0.4422439247967491
vgg19,0,6.csv,KnnImpute,16.0,2,0.6059198867430574,0.13511579070572222
vgg19,0,6.csv,KnnImpute,15.5,2,0.5911318460772129,0.15622409749366928
vgg19,0,6.csv,MinMax,3.0,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,6.csv,KnnImpute,19.5,1,0.698563681977582,0.0028769298587426606
vgg19,0,6.csv,KnnImpute,9.5,2,0.44838252255184147,0.35998310673854694
vgg19,0,6.csv,Standardization,13.0,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,6.csv,KnnImpute,0.5,20,0.1548037093136162,0.779034676605187
vgg19,0,6.csv,Standardization,0.5,2,0.5498012732394105,0.21521895901017285
vgg19,0,6.csv,MinMax,0.5,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,6.csv,Standardization,14.5,0,0.7006090847364281,-4.26583351387233e-05
