Pretrained model,Lower Bound,Upper Bound,Scaling,Alpha,Features,Mean Square Error,R2-Square,,,,,,,
resnet101,0,340.csv,KnnImpute,8.5,19,0.5575406642790065,0.20417182679657275,,,,,,,
resnet101,0,340.csv,MinMax,10.5,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,15.5,13,0.653936192693557,0.06657777815021049,,,,,,,
resnet101,0,340.csv,KnnImpute,11.0,16,0.6068973631566592,0.1337205502893266,,,,,,,
resnet101,0,340.csv,MinMax,2.5,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,1.0,77,0.3037948615183378,0.5663661412331706,,,,,,,
resnet101,0,340.csv,KnnImpute,3.5,33,0.48339894769090563,0.31000099882078136,,,,,,,
resnet101,0,340.csv,KnnImpute,5.0,28,0.5103835644937391,0.271483416748872,,,,,,,
resnet101,0,340.csv,Standardization,1.0,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,17.0,12,0.6729208036388303,0.03947932737246773,,,,,,,
resnet101,0,340.csv,KnnImpute,3.0,43,0.4548066128876994,0.3508134220787008,,,,,,,
resnet101,0,340.csv,KnnImpute,2.0,56,0.4110744586665204,0.4132362777265447,,,,,,,
resnet101,0,340.csv,KnnImpute,14.5,13,0.6423899415126815,0.08305878585662907,,,,,,,
resnet101,0,340.csv,KnnImpute,9.0,19,0.5684220603457567,0.1886398268752697,,,,,,,
resnet101,0,340.csv,MinMax,13.0,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,Standardization,14.0,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,19.0,10,0.6811374450510279,0.02775097257453929,,,,,,,
resnet101,0,340.csv,Standardization,1.5,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,6.5,25,0.5224859365165493,0.25420860750998675,,,,,,,
resnet101,0,340.csv,KnnImpute,0.5,94,0.20754628781778447,0.7037504281364406,,,,,,,
resnet101,0,340.csv,MinMax,0.5,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,4.5,31,0.5027846838338899,0.28232998580000845,,,,,,,
resnet101,0,340.csv,KnnImpute,9.5,18,0.5794324216715326,0.17292374318560177,,,,,,,
resnet101,0,340.csv,Standardization,6.0,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,MinMax,12.5,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,7.5,21,0.5383905622280103,0.23150649798438938,,,,,,,
resnet101,0,340.csv,KnnImpute,12.0,15,0.6192885005814763,0.11603356009739663,,,,,,,
resnet101,0,340.csv,KnnImpute,7.0,22,0.5300951209713781,0.24334733092115668,,,,,,,
resnet101,0,340.csv,KnnImpute,11.5,15,0.6131560494731197,0.12478696173337234,,,,,,,
resnet101,0,340.csv,KnnImpute,10.0,17,0.5898994195530614,0.1579832512418381,,,,,,,
resnet101,0,340.csv,KnnImpute,18.0,11,0.6789976491121242,0.030805296684311645,,,,,,,
resnet101,0,340.csv,KnnImpute,19.5,10,0.6805870150575842,0.028536651044692052,,,,,,,
resnet101,0,340.csv,KnnImpute,15.0,13,0.6479888480252384,0.07506696063687224,,,,,,,
resnet101,0,340.csv,MinMax,13.5,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,17.5,12,0.6758451793034002,0.03530510172041634,,,,,,,
resnet101,0,340.csv,KnnImpute,16.5,13,0.6672835484246025,0.04752589115956285,,,,,,,
resnet101,0,340.csv,KnnImpute,2.0,58,0.1851700749093007,0.7356900188839564,,,,,,,
resnet101,0,340.csv,MinMax,13.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,MinMax,12.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,Standardization,4.0,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,MinMax,13.0,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,Standardization,4.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,Standardization,13.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,Standardization,7.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,6.0,24,0.31088058158475745,0.5562520526696362,,,,,,,
resnet101,0,340.csv,Standardization,16.0,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,9.0,19,0.3492835276863776,0.5014360573534846,,,,,,,
resnet101,0,340.csv,KnnImpute,10.0,17,0.3540736312278377,0.4945987097031834,,,,,,,
resnet101,0,340.csv,KnnImpute,6.5,24,0.3171228136345574,0.5473419507754035,,,,,,,
resnet101,0,340.csv,KnnImpute,15.0,14,0.3695310770274832,0.47253490047586766,,,,,,,
resnet101,0,340.csv,KnnImpute,19.5,11,0.40081033043200326,0.4278871954904798,,,,,,,
resnet101,0,340.csv,KnnImpute,2.5,53,0.22211291490239235,0.6829581649613947,,,,,,,
resnet101,0,340.csv,MinMax,5.0,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,8.5,18,0.3430320444123099,0.510359364356117,,,,,,,
resnet101,0,340.csv,KnnImpute,14.0,15,0.36555030740687205,0.47821701268415207,,,,,,,
resnet101,0,340.csv,KnnImpute,14.5,14,0.3672547591702347,0.475784094656721,,,,,,,
resnet101,0,340.csv,KnnImpute,18.5,11,0.3928590504287012,0.43923677596967203,,,,,,,
resnet101,0,340.csv,KnnImpute,9.5,17,0.3516076930117548,0.49811856615755623,,,,,,,
resnet101,0,340.csv,MinMax,16.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,5.5,27,0.30526022298038663,0.5642744983985926,,,,,,,
resnet101,0,340.csv,MinMax,1.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,11.5,15,0.35573770668716814,0.4922234244231687,,,,,,,
resnet101,0,340.csv,KnnImpute,3.5,37,0.2645297659011923,0.6224127604623886,,,,,,,
resnet101,0,340.csv,KnnImpute,10.5,16,0.3544555062431268,0.4940536249850982,,,,,,,
resnet101,0,340.csv,MinMax,11.0,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,Standardization,12.0,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,7.0,23,0.3231399320201541,0.5387531739568541,,,,,,,
resnet101,0,340.csv,Standardization,3.0,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,18.0,11,0.3892126057781191,0.4444416759364086,,,,,,,
resnet101,0,340.csv,MinMax,0.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,15.5,14,0.37192937601964615,0.46911159159812543,,,,,,,
resnet101,0,340.csv,KnnImpute,17.5,12,0.38612947358737654,0.4488425091245606,,,,,,,
resnet101,0,340.csv,Standardization,8.0,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,1.0,77,0.12437736951028489,0.8224649409326594,,,,,,,
resnet101,0,340.csv,KnnImpute,9.0,20,0.2823234201686485,0.597014269773651,,,,,,,
resnet101,0,340.csv,MinMax,12.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,3.0,49,0.28848639420497796,0.5882173000043251,,,,,,,
resnet101,0,340.csv,MinMax,9.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,2.0,61,0.30638873566984304,0.5626636702570286,,,,,,,
resnet101,0,340.csv,MinMax,1.0,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,340.csv,MinMax,19.0,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,340.csv,Standardization,4.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,340.csv,Standardization,17.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,14.5,14,0.31833148633331687,0.5456167030087702,,,,,,,
resnet101,0,340.csv,KnnImpute,19.5,10,0.3822442411562631,0.4543882524688998,,,,,,,
resnet101,0,340.csv,KnnImpute,6.0,28,0.27018254774582656,0.614344034112625,,,,,,,
resnet101,0,340.csv,Standardization,6.0,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,0.5,106,0.2597696091579127,0.6292073623414554,,,,,,,
resnet101,0,340.csv,KnnImpute,16.5,14,0.3429563510441898,0.5104674083405903,,,,,,,
resnet101,0,340.csv,Standardization,17.0,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,18.5,11,0.36992416884958906,0.4719738049957879,,,,,,,
resnet101,0,340.csv,KnnImpute,1.5,70,0.3041803005766664,0.5658159692343845,,,,,,,
resnet101,0,340.csv,Standardization,5.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,7.5,23,0.2718865244725594,0.6119117941479033,,,,,,,
resnet101,0,340.csv,KnnImpute,11.0,19,0.29337345473776516,0.5812415568786249,,,,,,,
resnet101,0,340.csv,KnnImpute,3.5,45,0.2924874781873428,0.5825061912717693,,,,,,,
resnet101,0,340.csv,KnnImpute,15.0,13,0.3237318168492407,0.537908323253654,,,,,,,
resnet101,0,340.csv,MinMax,11.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,12.0,16,0.29917836225692407,0.5729556878065258,,,,,,,
resnet101,0,340.csv,KnnImpute,6.5,27,0.26904197038219724,0.6159720832538802,,,,,,,
resnet101,0,340.csv,MinMax,7.0,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,10.5,19,0.2911086665213141,0.584474293761273,,,,,,,
resnet101,0,340.csv,MinMax,13.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,8.5,23,0.27839304744929805,0.6026244459305671,,,,,,,
resnet101,0,340.csv,KnnImpute,4.0,39,0.289766403348746,0.5863902272832962,,,,,,,
resnet101,0,340.csv,Standardization,8.0,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,340.csv,KnnImpute,15.5,14,0.3302532590165424,0.5285996795274299,,,,,,,
resnet101,0,340.csv,KnnImpute,10.0,19,0.2886555876465458,0.587975794915732,,,,,,,
resnet101,0,340.csv,KnnImpute,14.0,15,0.312814235916216,0.5534919731044955,,,,,,,
resnet101,0,340.csv,MinMax,13.0,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,7.5,24,0.26065593070830473,0.6289565350472486,,,,,,,
resnet101,0,39.csv,MinMax,12.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,Standardization,14.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,4.5,33,0.2474125226854601,0.6478085135432927,,,,,,,
resnet101,0,39.csv,MinMax,17.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,MinMax,19.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,MinMax,7.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,Standardization,6.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,MinMax,11.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,2.5,55,0.22674987872077979,0.6772217672179991,,,,,,,
resnet101,0,39.csv,KnnImpute,14.5,12,0.3725391970056433,0.46969081381701516,,,,,,,
resnet101,0,39.csv,KnnImpute,11.5,16,0.3256675409522439,0.5364125708200789,,,,,,,
resnet101,0,39.csv,KnnImpute,18.5,9,0.4252129483174643,0.39470977983214406,,,,,,,
resnet101,0,39.csv,KnnImpute,1.5,63,0.16898370181577152,0.7594518641034369,,,,,,,
resnet101,0,39.csv,Standardization,1.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,17.0,10,0.4097587851777454,0.4167087660962372,,,,,,,
resnet101,0,39.csv,KnnImpute,15.0,12,0.3806052321211913,0.4582088206409124,,,,,,,
resnet101,0,39.csv,Standardization,4.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,16.5,10,0.40366214305795806,0.42538733024996933,,,,,,,
resnet101,0,39.csv,KnnImpute,5.5,28,0.23661558467409852,0.6631779443470709,,,,,,,
resnet101,0,39.csv,KnnImpute,3.0,48,0.25883247265003373,0.6315522258274213,,,,,,,
resnet101,0,39.csv,KnnImpute,8.0,23,0.26887137350614104,0.6172618601800897,,,,,,,
resnet101,0,39.csv,KnnImpute,19.5,9,0.4324817058459614,0.38436271052915116,,,,,,,
resnet101,0,39.csv,KnnImpute,9.0,21,0.28302189035210096,0.5971186131527548,,,,,,,
resnet101,0,39.csv,MinMax,5.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,16.0,11,0.39673141495451614,0.4352532149937326,,,,,,,
resnet101,0,39.csv,MinMax,10.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,Standardization,10.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,12.0,15,0.33333941273310663,0.5254916687692059,,,,,,,
resnet101,0,39.csv,KnnImpute,1.0,71,0.15791405512275006,0.7752094954514759,,,,,,,
resnet101,0,39.csv,MinMax,13.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,Standardization,1.0,0,0.702494341265709,-1.4519618174446691e-08resnet101,0,39.csv,KnnImpute,8.5,20,0.21710899052772512,0.6909455622248974
resnet101,0,39.csv,MinMax,19.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,MinMax,12.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,1.0,75,0.04224139015206403,0.939869422023692,,,,,,,
resnet101,0,39.csv,MinMax,8.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,Standardization,13.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,MinMax,14.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,Standardization,8.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,8.0,23,0.21112792204218048,0.6994596074222028,,,,,,,
resnet101,0,39.csv,KnnImpute,17.5,11,0.29914096984459965,0.5741731191043626,,,,,,,
resnet101,0,39.csv,KnnImpute,16.0,15,0.2831514527208643,0.5969341812462842,,,,,,,
resnet101,0,39.csv,KnnImpute,12.5,16,0.2514145049553108,0.6421116956575466,,,,,,,
resnet101,0,39.csv,Standardization,11.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,0.5,97,0.02779499401393205,0.9604338529369141,,,,,,,
resnet101,0,39.csv,Standardization,0.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,19.0,11,0.312228589902799,0.5555429046251312,,,,,,,
resnet101,0,39.csv,KnnImpute,6.0,24,0.18211525600007666,0.7407591094382382,,,,,,,
resnet101,0,39.csv,KnnImpute,4.5,33,0.1638145453763182,0.7668101532893599,,,,,,,
resnet101,0,39.csv,Standardization,2.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,15.0,15,0.2725501771277523,0.612025086787157,,,,,,,
resnet101,0,39.csv,KnnImpute,3.0,50,0.110614327730448,0.8425406115909375,,,,,,,
resnet101,0,39.csv,KnnImpute,18.5,11,0.307660371081924,0.5620457596929358,,,,,,,
resnet101,0,39.csv,KnnImpute,7.0,22,0.19622499505836014,0.720673909552173,,,,,,,
resnet101,0,39.csv,KnnImpute,3.5,48,0.13519144491119578,0.8075551090838046,,,,,,,
resnet101,0,39.csv,MinMax,6.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,9.5,18,0.22579724500734583,0.6785778403865735,,,,,,,
resnet101,0,39.csv,MinMax,9.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,5.0,28,0.17059131795724847,0.7571634240828063,,,,,,,
resnet101,0,39.csv,Standardization,16.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,MinMax,2.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,10.0,18,0.2301184622726894,0.6724265917938799,,,,,,,
resnet101,0,39.csv,KnnImpute,10.5,17,0.23414202040413326,0.6666990606900491,,,,,,,
resnet101,0,39.csv,KnnImpute,13.5,17,0.25904264382725894,0.631253047360164,,,,,,,
resnet101,0,39.csv,KnnImpute,14.0,16,0.26331929039721674,0.6251652451091911,,,,,,,
resnet101,0,39.csv,KnnImpute,5.5,26,0.17562135323545697,0.7500031737351952,,,,,,,
resnet101,0,39.csv,MinMax,4.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,18.0,11,0.3032833647862761,0.5682764239162434,,,,,,,
resnet101,0,39.csv,KnnImpute,16.5,13,0.39774397269720985,0.43381184002753537,,,,,,,
resnet101,0,39.csv,Standardization,7.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,19.5,13,0.40172636505872783,0.4281429083573306,,,,,,,
resnet101,0,39.csv,KnnImpute,9.5,18,0.40872408818846667,0.41818165625850934,,,,,,,
resnet101,0,39.csv,KnnImpute,13.0,14,0.4025386744576182,0.42698658671462353,,,,,,,
resnet101,0,39.csv,KnnImpute,7.5,23,0.40727625602605616,0.42024264393966826,,,,,,,
resnet101,0,39.csv,MinMax,6.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,Standardization,9.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,17.0,13,0.39688300095650497,0.43503743246669235,,,,,,,
resnet101,0,39.csv,MinMax,4.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,Standardization,17.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,8.5,19,0.409137458406532,0.4175932241533873,,,,,,,
resnet101,0,39.csv,MinMax,8.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,2.5,46,0.39783947622341115,0.4336758908504703,,,,,,,
resnet101,0,39.csv,KnnImpute,1.5,58,0.3105470789771244,0.5579365337995098,,,,,,,
resnet101,0,39.csv,MinMax,1.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,Standardization,1.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,16.0,13,0.39795580395181607,0.4335102984417337,,,,,,,
resnet101,0,39.csv,KnnImpute,19.0,13,0.4006143061235322,0.4297259231747007,,,,,,,
resnet101,0,39.csv,KnnImpute,18.0,13,0.39858721780516837,0.43261148143292694,,,,,,,
resnet101,0,39.csv,KnnImpute,11.5,18,0.4047563724440707,0.4238296957784533,,,,,,,
resnet101,0,39.csv,KnnImpute,15.5,13,0.39864231071408357,0.4325330567304362,,,,,,,
resnet101,0,39.csv,KnnImpute,17.5,13,0.3976555395134224,0.433937724579021,,,,,,,
resnet101,0,39.csv,Standardization,11.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,MinMax,12.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,15.0,13,0.39925037756430576,0.43166747415797657,,,,,,,
resnet101,0,39.csv,KnnImpute,14.5,13,0.39980559680307015,0.4308771201092513,,,,,,,
resnet101,0,39.csv,KnnImpute,14.0,13,0.40065026092378764,0.42967474155135454,,,,,,,
resnet101,0,39.csv,KnnImpute,12.5,16,0.4036511933915445,0.4254029170895057,,,,,,,
resnet101,0,39.csv,KnnImpute,3.0,43,0.41225706020831443,0.4131524740094684,,,,,,,
resnet101,0,39.csv,KnnImpute,18.5,13,0.3995884473323913,0.43118623217048235,,,,,,,
resnet101,0,39.csv,KnnImpute,5.5,27,0.40275581345258066,0.4266774895655646,,,,,,,
resnet101,0,39.csv,KnnImpute,4.5,30,0.41103861968494854,0.4148869229145825,,,,,,,
resnet101,0,39.csv,Standardization,13.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,2.0,53,0.36511198279666124,0.4802634460512343,,,,,,,
resnet101,0,39.csv,MinMax,2.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,Standardization,5.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,9.0,18,0.40884178833099616,0.41801411021959545,,,,,,,
resnet101,0,39.csv,KnnImpute,10.0,18,0.4083047639256263,0.418778563940603,,,,,,,
resnet101,0,39.csv,KnnImpute,0.5,97,0.05622496088006993,0.9199638226335995,,,,,,,
resnet101,0,39.csv,KnnImpute,1.5,66,0.12150066132216839,0.8270439262650864,,,,,,,
resnet101,0,39.csv,KnnImpute,2.5,51,0.17908749362506268,0.7450691262470863,,,,,,,
resnet101,0,39.csv,MinMax,16.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,Standardization,7.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,MinMax,1.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,5.0,25,0.2512282121454404,0.6423768832919974,,,,,,,
resnet101,0,39.csv,KnnImpute,1.0,80,0.0971589140797626,0.8616943798929138,,,,,,,
resnet101,0,39.csv,Standardization,15.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,3.0,46,0.2076372883183878,0.7044285211478082,,,,,,,
resnet101,0,39.csv,MinMax,0.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,Standardization,11.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,12.5,15,0.3316558240258904,0.527888255663597,,,,,,,
resnet101,0,39.csv,Standardization,18.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,MinMax,13.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,3.5,44,0.2232686592144634,0.6821772798141434,,,,,,,
resnet101,0,39.csv,KnnImpute,19.5,10,0.4133029088344671,0.4116637095029051,,,,,,,
resnet101,0,39.csv,KnnImpute,12.0,15,0.3263669725698255,0.5354169305897578,,,,,,,
resnet101,0,39.csv,KnnImpute,13.0,15,0.3372971653039359,0.5198578118171862,,,,,,,
resnet101,0,39.csv,KnnImpute,4.5,34,0.24640084947800084,0.6492486293744404,,,,,,,
resnet101,0,39.csv,MinMax,15.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,14.5,14,0.35485502869090335,0.494864210288288,,,,,,,
resnet101,0,39.csv,Standardization,5.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,8.0,20,0.2819919514249097,0.5985847302182532,,,,,,,
resnet101,0,39.csv,KnnImpute,9.0,22,0.29443837964137043,0.5808672517048277,,,,,,,
resnet101,0,39.csv,KnnImpute,10.0,18,0.3045645627780114,0.5664526398156777,,,,,,,
resnet101,0,39.csv,KnnImpute,6.5,23,0.2683962584013265,0.6179381860717076,,,,,,,
resnet101,0,39.csv,KnnImpute,4.0,41,0.23650627045504602,0.6633335530320359,,,,,,,
resnet101,0,39.csv,MinMax,17.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,14.0,14,0.348520580242168,0.5038812915209938,,,,,,,
resnet101,0,39.csv,KnnImpute,18.5,11,0.4035862933498655,0.42549530223598875,,,,,,,
resnet101,0,39.csv,Standardization,8.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,10.5,18,0.31034989455838785,0.5582172256286344,,,,,,,
resnet101,0,39.csv,KnnImpute,7.5,23,0.2776721152872226,0.6047340127770653,,,,,,,
resnet101,0,39.csv,KnnImpute,9.5,19,0.2993761434793497,0.5738383496630303,,,,,,,
resnet101,0,39.csv,KnnImpute,2.0,61,0.14895709622723616,0.7879597177656192,,,,,,,
resnet101,0,39.csv,KnnImpute,11.5,16,0.3214236174531107,0.5424537918114208,,,,,,,
resnet101,0,39.csv,KnnImpute,6.0,25,0.26204811993252536,0.6269747550347202,,,,,,,
resnet101,0,39.csv,Standardization,16.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,39.csv,KnnImpute,10.5,18,0.3735859843884777,0.4649016885403272,,,,,,,
resnet101,0,39.csv,MinMax,14.5,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,39.csv,MinMax,16.5,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,39.csv,Standardization,10.5,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,39.csv,Standardization,3.0,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,39.csv,MinMax,19.0,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,39.csv,MinMax,1.5,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,3.0,43,0.19716709536287444,0.7175917078988352,,,,,,,
resnet101,0,39.csv,Standardization,13.5,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,39.csv,Standardization,13.0,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,3.5,41,0.21210715037880082,0.6961926229593323,,,,,,,
resnet101,0,39.csv,KnnImpute,8.5,20,0.3290501570323644,0.5286916780302292,,,,,,,
resnet101,0,39.csv,KnnImpute,5.0,30,0.24557771565205042,0.6482517373004831,,,,,,,
resnet101,0,39.csv,KnnImpute,9.0,20,0.34145602980188644,0.5109223776588004,,,,,,,
resnet101,0,39.csv,KnnImpute,4.5,33,0.23718598702835822,0.660271459678762,,,,,,,
resnet101,0,39.csv,KnnImpute,7.5,24,0.30112302912470257,0.5686925335542115,,,,,,,
resnet101,0,39.csv,KnnImpute,17.5,12,0.49573884343097246,0.2899385171552864,,,,,,,
resnet101,0,39.csv,KnnImpute,5.5,28,0.2550880080214701,0.6346298628163685,,,,,,,
resnet101,0,39.csv,KnnImpute,10.0,19,0.3640826743188719,0.47851356206884754,,,,,,,
resnet101,0,39.csv,KnnImpute,18.0,12,0.5003619665856998,0.28331668042387337,,,,,,,
