Pretrained model,Lower Bound,Upper bound,Scaling,Number of features,Accuracy Score,F1 Score,Cohens Kappa Score
resnet50,0,153,Standardization,1168,0.4784688995215311,0.4588827374215502,0.19199120380222745
resnet50,0,153,Standardization,1617,0.4784688995215311,0.4588827374215502,0.19199120380222745
resnet50,0,153,MinMax,1518,0.5167464114832536,0.43728099781441904,0.2516131319577395
resnet50,0,153,MinMax,1812,0.5167464114832536,0.43728099781441904,0.2516131319577395
resnet50,0,153,MinMax,1702,0.5167464114832536,0.43728099781441904,0.2516131319577395
resnet50,0,153,MinMax,1312,0.5167464114832536,0.43728099781441904,0.2516131319577395
resnet50,0,153,Standardization,1698,0.4784688995215311,0.4588827374215502,0.19199120380222745
resnet50,0,153,Standardization,1455,0.4784688995215311,0.4588827374215502,0.19199120380222745
resnet50,0,153,Standardization,1711,0.4784688995215311,0.4588827374215502,0.19199120380222745
resnet50,0,153,MinMax,1200,0.5167464114832536,0.43728099781441904,0.2516131319577395
resnet50,0,153,MinMax,1654,0.5167464114832536,0.43728099781441904,0.2516131319577395
resnet50,0,153,Standardization,1747,0.4784688995215311,0.4588827374215502,0.19199120380222745
resnet50,0,153,MinMax,1623,0.5167464114832536,0.43728099781441904,0.2516131319577395
resnet50,0,153,MinMax,1607,0.5167464114832536,0.43728099781441904,0.2516131319577395
resnet50,0,153,Standardization,1827,0.4784688995215311,0.4588827374215502,0.19199120380222745
resnet50,0,153,MinMax,1152,0.5167464114832536,0.43728099781441904,0.2516131319577395
resnet50,0,153,Standardization,1192,0.4784688995215311,0.4588827374215502,0.19199120380222745
resnet50,0,153,Standardization,1709,0.4784688995215311,0.4588827374215502,0.19199120380222745
resnet50,0,153,MinMax,1134,0.5167464114832536,0.43728099781441904,0.2516131319577395
resnet50,0,153,Standardization,1851,0.4784688995215311,0.4588827374215502,0.19199120380222745
resnet50,0,153,Standardization,1760,0.4784688995215311,0.4588827374215502,0.19199120380222745
resnet50,0,153,Standardization,1159,0.4784688995215311,0.4588827374215502,0.19199120380222745
resnet50,0,153,Standardization,1707,0.4784688995215311,0.4588827374215502,0.19199120380222745
resnet50,0,153,Standardization,1797,0.4784688995215311,0.4588827374215502,0.19199120380222745
resnet50,0,153,MinMax,1606,0.5167464114832536,0.43728099781441904,0.2516131319577395
resnet50,0,153,Standardization,1545,0.4784688995215311,0.4588827374215502,0.19199120380222745
resnet50,0,153,MinMax,1322,0.5167464114832536,0.43728099781441904,0.2516131319577395
resnet50,0,153,Standardization,1549,0.4784688995215311,0.4588827374215502,0.19199120380222745
resnet50,0,153,MinMax,1360,0.5167464114832536,0.43728099781441904,0.2516131319577395
resnet50,0,153,MinMax,1311,0.5167464114832536,0.43728099781441904,0.2516131319577395
resnet50,0,153,MinMax,1675,0.5167464114832536,0.43728099781441904,0.2516131319577395
resnet50,0,153,MinMax,1832,0.5167464114832536,0.43728099781441904,0.2516131319577395
resnet50,0,153,Standardization,1129,0.4784688995215311,0.4588827374215502,0.19199120380222745
resnet50,0,153,MinMax,1407,0.5167464114832536,0.43728099781441904,0.2516131319577395
resnet50,0,153,Standardization,1234,0.4784688995215311,0.4588827374215502,0.19199120380222745
resnet50,0,153,MinMax,1723,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,MinMax,1052,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,Standardization,1483,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,Standardization,1261,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,MinMax,1500,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,Standardization,1665,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,MinMax,1235,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,Standardization,1159,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,Standardization,1767,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,MinMax,1211,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,MinMax,1789,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,MinMax,1329,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,Standardization,1843,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,MinMax,1067,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,Standardization,1191,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,Standardization,1395,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,Standardization,1855,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,Standardization,1850,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,Standardization,1708,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,Standardization,1039,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,Standardization,1269,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,Standardization,1344,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,Standardization,1252,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,MinMax,1125,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,MinMax,1736,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,Standardization,1075,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,MinMax,1746,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,MinMax,1544,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,MinMax,1479,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,MinMax,1670,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,Standardization,1581,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,MinMax,1046,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,Standardization,1420,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,Standardization,1235,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,MinMax,1154,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,Standardization,1121,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,MinMax,1307,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,MinMax,1136,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,MinMax,1733,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,Standardization,1845,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,Standardization,1650,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,Standardization,1369,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,Standardization,1089,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,MinMax,1618,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,MinMax,1101,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,MinMax,1757,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,MinMax,1597,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,Standardization,1435,0.507177033492823,0.4284262197271717,0.22467134882045736
resnet50,0,153,MinMax,1743,0.5263157894736842,0.4633941728769315,0.25700229819017517
resnet50,0,153,Standardization,1283,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,Standardization,1249,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,MinMax,1085,0.5167464114832536,0.4454194744453675,0.25325456346398756
resnet50,0,153,Standardization,1316,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,MinMax,1817,0.5167464114832536,0.4454194744453675,0.25325456346398756
resnet50,0,153,MinMax,1582,0.5167464114832536,0.4454194744453675,0.25325456346398756
resnet50,0,153,Standardization,1784,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,Standardization,1397,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,Standardization,1871,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,Standardization,1314,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,Standardization,1078,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,MinMax,1065,0.5167464114832536,0.4454194744453675,0.25325456346398756
resnet50,0,153,Standardization,1764,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,MinMax,1447,0.5167464114832536,0.4454194744453675,0.25325456346398756
resnet50,0,153,MinMax,1592,0.5167464114832536,0.4454194744453675,0.25325456346398756
resnet50,0,153,MinMax,1320,0.5167464114832536,0.4454194744453675,0.25325456346398756
resnet50,0,153,Standardization,1600,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,Standardization,1105,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,MinMax,1548,0.5167464114832536,0.4454194744453675,0.25325456346398756
resnet50,0,153,MinMax,1187,0.5167464114832536,0.4454194744453675,0.25325456346398756
resnet50,0,153,Standardization,1242,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,Standardization,1594,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,Standardization,1500,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,MinMax,1560,0.5167464114832536,0.4454194744453675,0.25325456346398756
resnet50,0,153,MinMax,1556,0.5167464114832536,0.4454194744453675,0.25325456346398756
resnet50,0,153,Standardization,1260,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,Standardization,1355,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,MinMax,1263,0.5167464114832536,0.4454194744453675,0.25325456346398756
resnet50,0,153,Standardization,1303,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,Standardization,1527,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,Standardization,1547,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,MinMax,1672,0.5167464114832536,0.4454194744453675,0.25325456346398756
resnet50,0,153,Standardization,1768,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,Standardization,1126,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,Standardization,1301,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,Standardization,1399,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,MinMax,1031,0.5167464114832536,0.4454194744453675,0.25325456346398756
resnet50,0,153,Standardization,1300,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,MinMax,1142,0.5167464114832536,0.4454194744453675,0.25325456346398756
resnet50,0,153,MinMax,1248,0.5167464114832536,0.4454194744453675,0.25325456346398756
resnet50,0,153,Standardization,1704,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,MinMax,1680,0.5167464114832536,0.4454194744453675,0.25325456346398756
resnet50,0,153,Standardization,1678,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,Standardization,1803,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,MinMax,1281,0.5167464114832536,0.4454194744453675,0.25325456346398756
resnet50,0,153,MinMax,1055,0.5167464114832536,0.4454194744453675,0.25325456346398756
resnet50,0,153,Standardization,1859,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,Standardization,1273,0.49282296650717705,0.45913595602068985,0.22039624168631455
resnet50,0,153,MinMax,1563,0.5167464114832536,0.4454194744453675,0.25325456346398756
resnet50,0,153,MinMax,1408,0.5167464114832536,0.4454194744453675,0.25325456346398756
resnet50,0,153,Standardization,1371,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,MinMax,1241,0.4019138755980861,0.3864456800179434,0.0965522011273644
resnet50,0,153,Standardization,1451,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,Standardization,1411,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,MinMax,1275,0.4019138755980861,0.3864456800179434,0.0965522011273644
resnet50,0,153,Standardization,1594,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,MinMax,1498,0.4019138755980861,0.3864456800179434,0.0965522011273644
resnet50,0,153,Standardization,1752,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,MinMax,1381,0.4019138755980861,0.3864456800179434,0.0965522011273644
resnet50,0,153,Standardization,1188,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,Standardization,1583,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,Standardization,1046,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,MinMax,1316,0.4019138755980861,0.3864456800179434,0.0965522011273644
resnet50,0,153,MinMax,1328,0.4019138755980861,0.3864456800179434,0.0965522011273644
resnet50,0,153,Standardization,1817,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,Standardization,1158,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,Standardization,1190,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,Standardization,1052,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,Standardization,1311,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,MinMax,1450,0.4019138755980861,0.3864456800179434,0.0965522011273644
resnet50,0,153,Standardization,1511,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,Standardization,1834,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,MinMax,1554,0.4019138755980861,0.3864456800179434,0.0965522011273644
resnet50,0,153,Standardization,1337,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,Standardization,1104,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,MinMax,1529,0.4019138755980861,0.3864456800179434,0.0965522011273644
resnet50,0,153,Standardization,1405,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,MinMax,1387,0.4019138755980861,0.3864456800179434,0.0965522011273644
resnet50,0,153,MinMax,1243,0.4019138755980861,0.3864456800179434,0.0965522011273644
resnet50,0,153,MinMax,1337,0.4019138755980861,0.3864456800179434,0.0965522011273644
resnet50,0,153,MinMax,1655,0.4019138755980861,0.3864456800179434,0.0965522011273644
resnet50,0,153,Standardization,1689,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,Standardization,1668,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,Standardization,1034,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,Standardization,1091,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,Standardization,1176,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,Standardization,1784,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,Standardization,1356,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,Standardization,1779,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,MinMax,1366,0.4019138755980861,0.3864456800179434,0.0965522011273644
resnet50,0,153,MinMax,1428,0.4019138755980861,0.3864456800179434,0.0965522011273644
resnet50,0,153,Standardization,1550,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,MinMax,1087,0.4019138755980861,0.3864456800179434,0.0965522011273644
resnet50,0,153,MinMax,1436,0.4019138755980861,0.3864456800179434,0.0965522011273644
resnet50,0,153,MinMax,1219,0.4019138755980861,0.3864456800179434,0.0965522011273644
resnet50,0,153,Standardization,1522,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,Standardization,1204,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,Standardization,1426,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,153,MinMax,1053,0.4019138755980861,0.3864456800179434,0.0965522011273644
resnet50,0,153,Standardization,1507,0.5406698564593302,0.5311151258889102,0.30333333333333334
resnet50,0,39,Standardization,1214,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,MinMax,1280,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,MinMax,1207,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,MinMax,1335,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,Standardization,1377,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,Standardization,1851,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,Standardization,1706,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,Standardization,1171,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,MinMax,1142,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,MinMax,1096,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,MinMax,1330,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,MinMax,1249,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,Standardization,1611,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,MinMax,1292,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,MinMax,1299,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,MinMax,1645,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,Standardization,1264,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,MinMax,1734,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,Standardization,1096,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,MinMax,1050,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,MinMax,1236,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,MinMax,1240,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,MinMax,1030,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,MinMax,1860,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,Standardization,1843,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,MinMax,1325,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,MinMax,1447,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,Standardization,1814,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,Standardization,1104,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,Standardization,1198,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,Standardization,1376,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,Standardization,1333,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,MinMax,1804,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,MinMax,1487,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,Standardization,1342,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,Standardization,1629,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,Standardization,1090,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,MinMax,1297,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,MinMax,1441,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,Standardization,1626,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,Standardization,1634,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,MinMax,1661,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,Standardization,1162,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,MinMax,1203,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,MinMax,1853,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,Standardization,1597,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,MinMax,1530,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,Standardization,1364,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,Standardization,1707,0.4666666666666667,0.4063417763463568,0.17401229148375752
resnet50,0,39,MinMax,1799,0.5238095238095238,0.43270215068737466,0.2647058823529411
resnet50,0,39,MinMax,1870,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,MinMax,1860,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,Standardization,1211,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,MinMax,1757,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,MinMax,1100,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,MinMax,1674,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,MinMax,1750,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,MinMax,1838,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,MinMax,1683,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,Standardization,1348,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,Standardization,1716,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,Standardization,1738,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,MinMax,1259,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,Standardization,1593,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,Standardization,1515,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,MinMax,1848,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,Standardization,1099,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,Standardization,1415,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,MinMax,1197,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,Standardization,1667,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,Standardization,1793,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,MinMax,1285,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,Standardization,1750,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,MinMax,1058,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,Standardization,1112,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,MinMax,1730,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,MinMax,1802,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,MinMax,1386,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,Standardization,1592,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,Standardization,1209,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,MinMax,1651,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,Standardization,1051,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,Standardization,1329,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,MinMax,1140,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,Standardization,1181,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,Standardization,1817,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,MinMax,1851,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,MinMax,1481,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,Standardization,1659,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,MinMax,1698,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,Standardization,1425,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,MinMax,1049,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,Standardization,1449,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,MinMax,1742,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,MinMax,1766,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,Standardization,1570,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,MinMax,1804,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,MinMax,1236,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,MinMax,1148,0.48095238095238096,0.4120578733138633,0.1882403007305482
resnet50,0,39,Standardization,1662,0.45714285714285713,0.341637898274967,0.14773940904236382
resnet50,0,39,MinMax,1761,0.5571428571428572,0.503219512195122,0.3216630196936542
resnet50,0,39,MinMax,1799,0.5571428571428572,0.503219512195122,0.3216630196936542
resnet50,0,39,Standardization,1478,0.5190476190476191,0.44269493253166087,0.24602751413031887
resnet50,0,39,MinMax,1085,0.5571428571428572,0.503219512195122,0.3216630196936542
resnet50,0,39,Standardization,1515,0.5190476190476191,0.44269493253166087,0.24602751413031887
resnet50,0,39,Standardization,1536,0.5190476190476191,0.44269493253166087,0.24602751413031887
resnet50,0,39,MinMax,1885,0.5571428571428572,0.503219512195122,0.3216630196936542
resnet50,0,39,Standardization,1024,0.5190476190476191,0.44269493253166087,0.24602751413031887
resnet50,0,39,MinMax,1836,0.5571428571428572,0.503219512195122,0.3216630196936542
resnet50,0,39,Standardization,1083,0.5190476190476191,0.44269493253166087,0.24602751413031887
resnet50,0,39,MinMax,1583,0.5571428571428572,0.503219512195122,0.3216630196936542
resnet50,0,39,MinMax,1248,0.5571428571428572,0.503219512195122,0.3216630196936542
resnet50,0,39,Standardization,1075,0.5190476190476191,0.44269493253166087,0.24602751413031887
resnet50,0,39,Standardization,1042,0.5190476190476191,0.44269493253166087,0.24602751413031887
resnet50,0,39,Standardization,1243,0.5190476190476191,0.44269493253166087,0.24602751413031887
resnet50,0,39,MinMax,1833,0.5571428571428572,0.503219512195122,0.3216630196936542
resnet50,0,39,Standardization,1701,0.5190476190476191,0.44269493253166087,0.24602751413031887
resnet50,0,39,Standardization,1328,0.5190476190476191,0.44269493253166087,0.24602751413031887
resnet50,0,39,Standardization,1130,0.5190476190476191,0.44269493253166087,0.24602751413031887
resnet50,0,39,Standardization,1318,0.5190476190476191,0.44269493253166087,0.24602751413031887
resnet50,0,39,MinMax,1494,0.5571428571428572,0.503219512195122,0.3216630196936542
resnet50,0,39,Standardization,1368,0.5190476190476191,0.44269493253166087,0.24602751413031887
resnet50,0,39,Standardization,1253,0.5190476190476191,0.44269493253166087,0.24602751413031887
resnet50,0,39,Standardization,1124,0.5190476190476191,0.44269493253166087,0.24602751413031887
resnet50,0,39,MinMax,1593,0.5571428571428572,0.503219512195122,0.3216630196936542
resnet50,0,39,MinMax,1213,0.5571428571428572,0.503219512195122,0.3216630196936542
resnet50,0,39,MinMax,1067,0.5571428571428572,0.503219512195122,0.3216630196936542
resnet50,0,39,MinMax,1223,0.5571428571428572,0.503219512195122,0.3216630196936542
resnet50,0,39,Standardization,1631,0.5190476190476191,0.44269493253166087,0.24602751413031887
resnet50,0,39,Standardization,1050,0.5190476190476191,0.44269493253166087,0.24602751413031887
resnet50,0,39,Standardization,1666,0.5190476190476191,0.44269493253166087,0.24602751413031887
resnet50,0,39,Standardization,1868,0.5190476190476191,0.44269493253166087,0.24602751413031887
resnet50,0,39,Standardization,1690,0.5190476190476191,0.44269493253166087,0.24602751413031887
resnet50,0,39,Standardization,1522,0.5190476190476191,0.44269493253166087,0.24602751413031887
