Pretrained model,Lower Bound,Upper bound,Scaling,Features,Accuracy Score,F1 Score,Cohens Kappa Score
resnet101,0,340,MinMax,1510,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,MinMax,1499,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,MinMax,1377,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,MinMax,1808,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,Standardization,1667,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,MinMax,1844,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,MinMax,1811,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,Standardization,1641,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1464,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,MinMax,1246,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,Standardization,1246,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1693,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,MinMax,1251,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,Standardization,1269,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,MinMax,1620,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,MinMax,1665,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,MinMax,1170,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,Standardization,1245,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,MinMax,1842,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,MinMax,1524,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,Standardization,1399,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,MinMax,1303,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,Standardization,1748,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,MinMax,1447,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,MinMax,1044,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,Standardization,1181,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1681,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1640,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1768,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,MinMax,1133,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,MinMax,1032,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,MinMax,1156,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1320,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1434,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,MinMax,1492,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1364,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1694,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1825,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1760,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1561,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1026,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1065,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,MinMax,1714,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1141,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1052,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1264,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1106,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1165,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1337,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,MinMax,1365,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1623,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1169,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,MinMax,1665,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,MinMax,1272,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1219,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1545,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1727,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1521,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1358,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1534,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1485,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1784,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1296,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1081,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1252,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1294,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1823,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1152,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1129,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1441,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1071,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1404,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1499,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1136,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1373,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1563,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1309,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1607,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1027,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1187,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1129,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1663,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1298,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1864,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,Standardization,1529,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,Standardization,1164,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1784,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1826,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1413,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1744,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1812,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,Standardization,1131,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,Standardization,1068,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1856,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1394,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1148,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1658,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1624,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,Standardization,1249,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1793,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1852,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1449,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1542,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1848,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1800,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1515,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1163,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1636,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1178,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1779,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,Standardization,1561,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,Standardization,1336,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1423,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1738,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,Standardization,1843,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1813,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1096,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,Standardization,1376,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1541,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1143,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1499,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1837,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,Standardization,1404,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1329,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1664,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,MinMax,1648,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,Standardization,1500,0.645933014354067,0.6252281992459044,0.4607955932085207
resnet101,0,340,Standardization,1144,0.645933014354067,0.6252281992459044,0.4607955932085207
resnet101,0,340,Standardization,1119,0.645933014354067,0.6252281992459044,0.4607955932085207
resnet101,0,340,MinMax,1102,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,Standardization,1763,0.645933014354067,0.6252281992459044,0.4607955932085207
resnet101,0,340,Standardization,1561,0.645933014354067,0.6252281992459044,0.4607955932085207
resnet101,0,340,MinMax,1453,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,MinMax,1815,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,Standardization,1612,0.645933014354067,0.6252281992459044,0.4607955932085207
resnet101,0,340,MinMax,1387,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,MinMax,1531,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,Standardization,1047,0.645933014354067,0.6252281992459044,0.4607955932085207
resnet101,0,340,MinMax,1404,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,MinMax,1307,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,MinMax,1577,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,MinMax,1597,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,Standardization,1327,0.645933014354067,0.6252281992459044,0.4607955932085207
resnet101,0,340,Standardization,1870,0.645933014354067,0.6252281992459044,0.4607955932085207
