Pretrained model,Lower Bound,Upper bound,Scaling,Features,Accuracy Score,F1 Score,Cohens Kappa Score
resnet101,0,340,MinMax,1130,0.43333333333333335,0.339293156622489,0.12866108786610864
resnet101,0,340,MinMax,1159,0.43333333333333335,0.339293156622489,0.12866108786610864
resnet101,0,340,Standardization,1069,0.580952380952381,0.4586259865458975,0.34860768417342247
resnet101,0,340,Standardization,1322,0.580952380952381,0.4586259865458975,0.34860768417342247
resnet101,0,340,Standardization,1446,0.580952380952381,0.4586259865458975,0.34860768417342247
resnet101,0,340,MinMax,1832,0.43333333333333335,0.339293156622489,0.12866108786610864
resnet101,0,340,MinMax,1634,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,MinMax,1529,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,MinMax,1045,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,Standardization,1569,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,Standardization,1340,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,MinMax,1080,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,MinMax,1218,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,Standardization,1730,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,MinMax,1876,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,Standardization,1225,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,Standardization,1453,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,Standardization,1686,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,Standardization,1279,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,Standardization,1134,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,Standardization,1256,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,Standardization,1081,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,Standardization,1705,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,Standardization,1025,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,Standardization,1632,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,MinMax,1143,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,MinMax,1406,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,MinMax,1384,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,Standardization,1639,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,MinMax,1722,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,MinMax,1342,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,Standardization,1114,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,MinMax,1398,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,MinMax,1028,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,Standardization,1072,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,MinMax,1025,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,MinMax,1210,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,Standardization,1302,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,Standardization,1743,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,MinMax,1601,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,Standardization,1365,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,Standardization,1688,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,MinMax,1561,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,MinMax,1786,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,MinMax,1291,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,MinMax,1538,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,MinMax,1108,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,Standardization,1107,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,MinMax,1574,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,MinMax,1850,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,MinMax,1320,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,Standardization,1479,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,MinMax,1844,0.5666666666666667,0.5295013715510192,0.33191162075234226
resnet101,0,340,Standardization,1427,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,Standardization,1607,0.6,0.5732197046400777,0.3851516207737887
resnet101,0,340,Standardization,1488,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1382,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1861,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1734,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1095,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1059,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,MinMax,1826,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,MinMax,1499,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,Standardization,1430,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1092,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1817,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1428,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,MinMax,1849,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,Standardization,1359,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,MinMax,1205,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,MinMax,1114,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,Standardization,1313,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,MinMax,1129,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,Standardization,1482,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1471,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,MinMax,1317,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,Standardization,1460,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,MinMax,1365,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,MinMax,1732,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,Standardization,1612,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1338,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,MinMax,1548,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,Standardization,1226,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,MinMax,1868,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,MinMax,1271,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,Standardization,1517,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1716,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1789,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,MinMax,1759,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,Standardization,1416,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1275,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1098,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1085,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1737,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,MinMax,1232,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,Standardization,1477,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1290,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1249,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,MinMax,1397,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,Standardization,1253,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,MinMax,1115,0.6904761904761905,0.6343181297676304,0.5295212490952331
resnet101,0,340,Standardization,1462,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1522,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1153,0.47619047619047616,0.3955500419928324,0.1905813097866078
resnet101,0,340,Standardization,1375,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1571,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1144,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1563,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1381,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1807,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1050,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1795,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1766,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1707,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1369,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1106,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,MinMax,1597,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1371,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1609,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1207,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1856,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,MinMax,1315,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1706,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1194,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1601,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1128,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1079,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1417,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1531,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1782,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1509,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1453,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,MinMax,1033,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,MinMax,1140,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1862,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1416,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1208,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1474,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1740,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1205,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1157,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1225,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1226,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1434,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,Standardization,1101,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1323,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,MinMax,1047,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,MinMax,1523,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,MinMax,1569,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1062,0.6904761904761905,0.652472135687089,0.5209517793219625
resnet101,0,340,MinMax,1847,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,MinMax,1344,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,MinMax,1723,0.4857142857142857,0.4278470057188762,0.2160929075072584
resnet101,0,340,Standardization,1746,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1265,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1670,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1746,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1408,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1722,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1210,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1501,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1140,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,Standardization,1557,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,Standardization,1695,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,Standardization,1871,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1730,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1325,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,Standardization,1348,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1560,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1720,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1460,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1069,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1659,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1269,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1178,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1291,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1448,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1814,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1042,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1524,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,Standardization,1694,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,Standardization,1667,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,Standardization,1399,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1668,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1283,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,Standardization,1723,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1077,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1744,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1542,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1687,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1762,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1669,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1607,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1144,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1409,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1384,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,Standardization,1233,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,Standardization,1230,0.5476190476190477,0.4484938432845051,0.2972630244108634
resnet101,0,340,MinMax,1380,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1310,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,MinMax,1350,0.49047619047619045,0.382100854947486,0.20242785645831107
resnet101,0,340,Standardization,1886,0.645933014354067,0.6252281992459044,0.4607955932085207
resnet101,0,340,MinMax,1827,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,Standardization,1136,0.645933014354067,0.6252281992459044,0.4607955932085207
resnet101,0,340,MinMax,1873,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,Standardization,1338,0.645933014354067,0.6252281992459044,0.4607955932085207
resnet101,0,340,Standardization,1320,0.645933014354067,0.6252281992459044,0.4607955932085207
resnet101,0,340,MinMax,1603,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,MinMax,1649,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,Standardization,1690,0.645933014354067,0.6252281992459044,0.4607955932085207
resnet101,0,340,MinMax,1323,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,MinMax,1613,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,MinMax,1620,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,MinMax,1215,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,MinMax,1799,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,MinMax,1177,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,Standardization,1381,0.645933014354067,0.6252281992459044,0.4607955932085207
resnet101,0,340,Standardization,1728,0.645933014354067,0.6252281992459044,0.4607955932085207
resnet101,0,340,MinMax,1708,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,MinMax,1528,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,MinMax,1435,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,Standardization,1349,0.645933014354067,0.6252281992459044,0.4607955932085207
resnet101,0,340,MinMax,1456,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,MinMax,1135,0.583732057416268,0.5403322714062151,0.3594828800901789
resnet101,0,340,Standardization,1843,0.645933014354067,0.6252281992459044,0.4607955932085207
resnet101,0,340,Standardization,1336,0.645933014354067,0.6252281992459044,0.4607955932085207
resnet101,0,340,Standardization,1493,0.645933014354067,0.6252281992459044,0.4607955932085207
