Pretrained model,Lower Bound,Upper bound,Scaling,Features,Accuracy Score,F1 Score,Cohens Kappa Score
vgg19,0,11,Standardization,287,0.6952380952380952,0.689540984377941,0.5437881873727087
vgg19,0,11,Standardization,365,0.6952380952380952,0.689540984377941,0.5437881873727087
vgg19,0,11,Standardization,395,0.6952380952380952,0.689540984377941,0.5437881873727087
vgg19,0,11,MinMax,493,0.7904761904761904,0.7920138888888889,0.6844908830157754
vgg19,0,11,Standardization,453,0.6952380952380952,0.689540984377941,0.5437881873727087
vgg19,0,11,Standardization,279,0.6952380952380952,0.689540984377941,0.5437881873727087
vgg19,0,11,Standardization,302,0.6952380952380952,0.689540984377941,0.5437881873727087
vgg19,0,11,MinMax,306,0.7904761904761904,0.7920138888888889,0.6844908830157754
vgg19,0,11,Standardization,486,0.6952380952380952,0.689540984377941,0.5437881873727087
vgg19,0,11,Standardization,428,0.6952380952380952,0.689540984377941,0.5437881873727087
vgg19,0,11,MinMax,446,0.7904761904761904,0.7920138888888889,0.6844908830157754
vgg19,0,11,MinMax,344,0.7904761904761904,0.7920138888888889,0.6844908830157754
vgg19,0,11,MinMax,393,0.7904761904761904,0.7920138888888889,0.6844908830157754
vgg19,0,11,MinMax,398,0.7904761904761904,0.7920138888888889,0.6844908830157754
vgg19,0,11,Standardization,346,0.6952380952380952,0.689540984377941,0.5437881873727087
vgg19,0,11,MinMax,406,0.7904761904761904,0.7920138888888889,0.6844908830157754
vgg19,0,11,MinMax,394,0.7904761904761904,0.7920138888888889,0.6844908830157754
vgg19,0,11,Standardization,411,0.6952380952380952,0.689540984377941,0.5437881873727087
vgg19,0,11,Standardization,314,0.6952380952380952,0.689540984377941,0.5437881873727087
vgg19,0,11,Standardization,420,0.6952380952380952,0.689540984377941,0.5437881873727087
vgg19,0,11,Standardization,286,0.6952380952380952,0.689540984377941,0.5437881873727087
vgg19,0,11,MinMax,374,0.7904761904761904,0.7920138888888889,0.6844908830157754
vgg19,0,11,MinMax,440,0.7904761904761904,0.7920138888888889,0.6844908830157754
vgg19,0,11,Standardization,412,0.6952380952380952,0.689540984377941,0.5437881873727087
vgg19,0,11,Standardization,447,0.6952380952380952,0.689540984377941,0.5437881873727087
vgg19,0,11,Standardization,363,0.6952380952380952,0.689540984377941,0.5437881873727087
vgg19,0,11,MinMax,497,0.7904761904761904,0.7920138888888889,0.6844908830157754
vgg19,0,11,MinMax,427,0.7904761904761904,0.7920138888888889,0.6844908830157754
vgg19,0,11,MinMax,258,0.7904761904761904,0.7920138888888889,0.6844908830157754
vgg19,0,11,Standardization,317,0.6952380952380952,0.689540984377941,0.5437881873727087
vgg19,0,11,MinMax,507,0.7904761904761904,0.7920138888888889,0.6844908830157754
vgg19,0,11,Standardization,303,0.6952380952380952,0.689540984377941,0.5437881873727087
vgg19,0,11,MinMax,298,0.7904761904761904,0.7920138888888889,0.6844908830157754
vgg19,0,11,Standardization,341,0.6952380952380952,0.689540984377941,0.5437881873727087
vgg19,0,11,Standardization,312,0.6952380952380952,0.689540984377941,0.5437881873727087
vgg19,0,11,MinMax,274,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,Standardization,493,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,Standardization,315,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,Standardization,406,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,Standardization,501,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,Standardization,380,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,MinMax,458,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,MinMax,276,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,MinMax,423,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,Standardization,468,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,Standardization,311,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,Standardization,443,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,Standardization,440,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,MinMax,373,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,Standardization,387,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,MinMax,502,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,MinMax,436,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,MinMax,367,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,Standardization,469,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,MinMax,481,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,MinMax,496,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,MinMax,426,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,Standardization,492,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,MinMax,507,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,Standardization,458,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,Standardization,300,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,MinMax,444,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,MinMax,271,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,Standardization,284,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,MinMax,261,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,MinMax,441,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,Standardization,453,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,MinMax,362,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,Standardization,340,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,Standardization,331,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,MinMax,494,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,MinMax,264,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,MinMax,463,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,Standardization,449,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,MinMax,477,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,Standardization,372,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,Standardization,332,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,Standardization,489,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,MinMax,313,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,Standardization,338,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,Standardization,414,0.6904761904761905,0.6658734205904017,0.5320374370050396
vgg19,0,11,MinMax,416,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,MinMax,443,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,MinMax,279,0.7095238095238096,0.68536675084711,0.5597938144329897
vgg19,0,11,MinMax,322,0.7559808612440191,0.7402456896127783,0.6332071576049553
vgg19,0,11,Standardization,352,0.645933014354067,0.6314916925767586,0.4653992395437263
vgg19,0,11,Standardization,306,0.645933014354067,0.6314916925767586,0.4653992395437263
vgg19,0,11,Standardization,317,0.645933014354067,0.6314916925767586,0.4653992395437263
vgg19,0,11,MinMax,265,0.7559808612440191,0.7402456896127783,0.6332071576049553
vgg19,0,11,Standardization,394,0.645933014354067,0.6314916925767586,0.4653992395437263
vgg19,0,11,MinMax,473,0.7559808612440191,0.7402456896127783,0.6332071576049553
vgg19,0,11,MinMax,389,0.7559808612440191,0.7402456896127783,0.6332071576049553
vgg19,0,11,MinMax,336,0.7559808612440191,0.7402456896127783,0.6332071576049553
vgg19,0,11,Standardization,437,0.645933014354067,0.6314916925767586,0.4653992395437263
vgg19,0,11,MinMax,506,0.7559808612440191,0.7402456896127783,0.6332071576049553
vgg19,0,11,Standardization,369,0.645933014354067,0.6314916925767586,0.4653992395437263
vgg19,0,11,Standardization,422,0.645933014354067,0.6314916925767586,0.4653992395437263
vgg19,0,11,MinMax,334,0.7559808612440191,0.7402456896127783,0.6332071576049553
vgg19,0,11,MinMax,401,0.7559808612440191,0.7402456896127783,0.6332071576049553
vgg19,0,11,MinMax,287,0.7559808612440191,0.7402456896127783,0.6332071576049553
vgg19,0,11,MinMax,300,0.7559808612440191,0.7402456896127783,0.6332071576049553
vgg19,0,11,MinMax,430,0.7559808612440191,0.7402456896127783,0.6332071576049553
vgg19,0,11,Standardization,407,0.645933014354067,0.6314916925767586,0.4653992395437263
vgg19,0,11,MinMax,446,0.7559808612440191,0.7402456896127783,0.6332071576049553
vgg19,0,11,MinMax,507,0.7559808612440191,0.7402456896127783,0.6332071576049553
vgg19,0,11,Standardization,296,0.645933014354067,0.6314916925767586,0.4653992395437263
vgg19,0,11,Standardization,265,0.645933014354067,0.6314916925767586,0.4653992395437263
vgg19,0,11,MinMax,269,0.7559808612440191,0.7402456896127783,0.6332071576049553
vgg19,0,11,MinMax,375,0.7559808612440191,0.7402456896127783,0.6332071576049553
vgg19,0,11,MinMax,315,0.7559808612440191,0.7402456896127783,0.6332071576049553
vgg19,0,11,MinMax,337,0.7559808612440191,0.7402456896127783,0.6332071576049553
vgg19,0,11,MinMax,262,0.7559808612440191,0.7402456896127783,0.6332071576049553
vgg19,0,11,Standardization,393,0.645933014354067,0.6314916925767586,0.4653992395437263
